name,img_link,description,tags,ingredients,recipe,about
Addington,/media/k2/items/cache/806b6e1806566ad52df50ee6cecd90ef_S.jpg,Le cocktail Addington : une recette vintage datant de 1930.,Au shaker; Eau gazeuse; Vermouth blanc (Martini); Vermouth rouge,"3,5 cl de vermouth blanc (Martini...); 3,5 cl de vermouth rouge (Martini...); 3 cl d'eau gazeuse",Frapper au shaker avec quelques glaçons les 2 vermouths.; Verser dans le verre à cocktail en retenant la glace restante dans le shaker.; Compléter avec l'eau gazeuse.; Décorer avec un zeste d'orange.,"Le cocktail Addington est un produit d'une époque où la mixologie devenait un art à part entière. Ce cocktail a été conçu pour répondre à la demande d'un public désireux de boire quelque chose de plus complexe et de raffiné qu'un simple cocktail à base de gin ou de whisky. Le nom Addington fait référence à Lord Addington, un aristocrate de l'époque, qui, selon la légende, fut un grand amateur de cocktails et un habitué des bars les plus chics de Londres. Ce cocktail est souvent vu comme un hommage à son goût pour les boissons parfaitement équilibrées.; Le cocktail Addington a rapidement gagné en popularité dans les cercles des élites, notamment parmi les membres de la haute société et les habitués des clubs londoniens. En raison de son élégance et de sa sophistication, il est devenu un choix populaire lors des réceptions et des soirées privées. Le cocktail reste aujourd'hui un exemple classique de la boisson parfaite pour un événement chic."
Bora Bora Brew,/media/k2/items/cache/bora-bora-brew_S.jpg,Le Bora Bora Brew : un cocktail sans alcool à base de jus d'ananas.,Direct au verre; Sirop de grenadine; Jus d’ananas; Ginger Ale,12 cl de jus d'ananas; 6 cl de ginger ale (Canada Dry); 2 cl de sirop de grenadine,Verser directement le jus d'ananas et le ginger ale dans un verre rempli de glaçons.; Compléter avec le sirop de grenadine qui va se déposer au fond et créer un dégradé.,"Le Bora Bora Brew est un cocktail sans alcool toujours réalisé avec du jus d'ananas 100% pur jus, du ginger ale et 1 trait de sirop de grenadine, à décorer théoriquement avec un quartier d'ananas."
Tomahawk,/media/k2/items/cache/84bd8bd55711fc1be7650ea3945868c3_S.jpg,Le cocktail Tomahawk : une recette douce et fruitée à base de tequila et curaçao.,Au shaker; Jus de canneberge; Jus d’ananas; Curacao blanc; Tequila,3 cl de tequila; 3 cl de curaçao blanc; 6 cl de jus de canneberge; 6 cl de jus d'ananas,"Frapper au shaker avec quelques glaçons la tequila, le curaçao, le jus de canneberge et le jus d'ananas.; Filtrer dans un verre rempli de glaçons.; Décorer optionnellement avec un quartier d'ananas sur le bord du verre.","Le cocktail Tomahawk est un cocktail doux et fruité dont la recette est toujours réalisée avec de la tequila, du triple sec curaçao, du jus d'ananas et du jus de canneberge (cranberry)."
Angel's Tip,/media/k2/items/cache/bab2d5d59ac444db8043a4f3e32c9f0e_S.jpg,Le cocktail Angel's Tip : une recette onctueuse à base de crème de cacao et crème fraîche.,Direct au verre; Crème fraîche; Liqueur / crème de cacao,6 cl de crème de cacao; 3 cl de crème fraîche ou liquide; 1 cerise,Verser la crème de cacao dans un verre à liqueur.; Superposer la crème fraîche au dessus de la crème de cacao à l'aide d'une cuillère.; Déposer une cerise au dessus de la crème.,"Le cocktail Angel's Tip est une recette qui se réalise avec de la liqueur ou crème de cacao foncée ainsi que de la crème fraîche, c'est une recette semblable au cocktail Angel's Tit."
Madras,/media/k2/items/cache/37e331b7a1b39f090b1249a069a513d3_S.jpg,"Le cocktail Madras : un cocktail doux à base de vodka, jus de cranberry et d'orange.",Direct au verre; Jus d’orange; Vodka; Jus de canneberge,4 cl de vodka; 6 cl de jus de canneberge; 5 cl de jus d'orange,"Remplir un verre de glaçons.; Verser directement dans le verre la vodka, le jus de canneberge puis le jus d'orange.; Remuer à l'aide d'une cuillère à mélange.; Décorer avec une rondelle d'orange.","Le cocktail Madras est un cocktail doux et fruité, qui plus est simple et facile à réaliser. C'est une recette proche du Cape Codder avec du jus d'orange en plus."
Bossa Nova,/media/k2/items/cache/700226d13b56ab5f2f0330a17a7ee485_S.jpg,Le cocktail Bossa Nova : une recette fruitée qui existe en 2 versions.,Au shaker; Jus de citron; Rhum; Liqueur d’abricot; Jus de pomme; Liqueur Galliano,5 cl de rhum blanc; 2 cl de liqueur d'abricot (Apricot Brandy); 2 cl de liqueur Galliano; 2 cl de jus de citron vert; 5 cl de jus d'ananas (ou jus de pomme)*,"Remplir un verre de glaçons.; Frapper au shaker avec quelques glaçons le rhum, la liqueur d'abricot, la liqueur Galliano, le jus de citron vert et le jus d'ananas (ou jus de pomme).; Verser dans le verre en filtrant la glace restante dans le shaker.","Le cocktail Bossa nova a été nommé ainsi en honneur à la fameuse musique d'origine brésilienne.; *Il existe 2 versions du cocktail Bossa Nova, une réalisée avec du jus d'ananas et l'autre avec du jus de pomme. À vous de choisir pour quel jus et donc pour quelle version vous optez..."
Last Word,/media/k2/items/cache/last-word-400.jpg,Last Word : un cocktail classique d'origine américaine datant de 1916.,Cocktail classique; Au shaker; Jus de citron; Gin; Marasquin; Chartreuse,2 cl de gin; 2 cl de chartreuse verte; 2 cl de marasquin; 2 cl de jus de citron vert,"Frapper au shaker avec quelques glaçons le gin, la chartreuse verte, le marasquin et le jus de citron vert.; Verser dans un verre à martini en filtrant la glace.; Décorer avec 2 olives noires au marasquin sur un pic en bois.","Le Last Word voit le jour en 1915 au Detroit Athletic Club, un établissement prestigieux fréquenté par la haute société et les amateurs de cocktails sophistiqués. Selon la légende, c’est Frank Fogarty, un célèbre comédien de vaudeville, qui aurait popularisé cette boisson en l’introduisant dans le cercle des initiés du club."
Bizzy Izzy Highball,/media/k2/items/cache/78a1f76203c562c3d7c318765865da44_S.jpg,Le cocktail Bizzy Izzy Highball : la recette originale publiée par Paul Lowe en 1904.,Direct au verre; Jus de citron; Whisky; Sherry / Xérès; Sirop d'ananas,"3 cl de rye whiskey; 3 cl de sherry (Xérès); 1,5 cl de sirop d'ananas; 1,5 cl de jus de citron pressé; 6 cl d'eau gazeuse","Verser le rye whiskey, le sherry, le jus de citron, le sirop d'ananas et l'eau gazeuse directement dans un verre contenant quelques glaçons.; Remuer à l'aide d'une cuillère à mélange.","Le cocktail Bizzy Izzy est apparu dans les années 1920, à l’époque de la Prohibition aux États-Unis. À cette époque, bien que la production et la vente d’alcool soient interdites, les bars clandestins étaient des lieux où la créativité en matière de cocktails fleurissait. C’est dans ce contexte que de nombreuses boissons innovantes sont nées, et le Bizzy Izzy en fait partie."
Milk Punch,/media/k2/items/cache/milk-punch-S.jpg,"Milk Punch : le cocktail principal de la famille des ""milk punches"".",Au shaker; Brandy; Sirop de sucre; Lait; Rhum ambre,4 cl de brandy (Cognac); 2 cl de rhum ambré; 2 cl de sirop de sucre; 7 cl de lait,"Frapper au shaker avec quelques glaçons le brandy, le rhum, le sirop de sucre et le lait.; Filtrer dans un verre old fashioned.; Saupoudrer de noix de muscade râpée.","L’origine du Milk Punch remonte au XVIIe siècle en Angleterre, où il était consommé comme une boisson fortifiante. À l’époque, les mélanges de lait et d’alcool étaient populaires pour leurs vertus supposées médicinales, notamment pour faciliter la digestion et revigorer l’organisme."
Testarossa,/media/k2/items/cache/ca9456ad89fef6c66a71b99b32dfe05e_S.jpg,Le cocktail Testarossa : une recette qui porte le nom d'une célèbre Ferrari.,Direct au verre; Vodka; Eau gazeuse; Campari,3 cl de vodka; 4 cl de Campari; 8 cl d'eau gazeuse,"Remplir un verre de glaçons.; Verser directement dans le verre la vodka, le Campari puis l'eau gazeuse.; Remuer à l'aide d'une cuillère à mélange.; Insérer un quartier d'orange dans le verre.","Le cocktail Testarossa (écrit parfois Testa Rossa) porte le nom de la fameuse Ferrari produite entre 1984 et 1996, c'est un cocktail plutôt doux avec une petite touche d'amerture apportée par le Campari."
Virgin Mule,/media/k2/items/cache/virgin-moscow-mule-S.jpg,Le cocktail Virgin Mule : la variante sans alcool du fameux Moscow Mule.,Direct au verre; Jus de citron; Sirop de citron; Ginger beer,2 cl du sirop de sucre; 2 cl de jus de citron vert; 16 cl de ginger beer,"Verser directement dans un verre contenant quelques glaçons le sirop, le jus de citron vert puis la ginger beer.; Remuer légèrement à l'aide d'une cuillère à mélange.; Garnir avec du citron vert et un peu de menthe fraîche.","Les cocktails sans alcool sont incontestablement de plus en plus à la mode, et bien dans la famille des cocktails classiques qui ont été ""virginisé"" voici le Virgin Mule (ou Virgin Moscow Mule), variante donc non alcoolisée du célèbre Moscow Mule.; Quelque chose de très intéressant est à faire avec cette recette, c'est lui donner des saveurs complémentaires en remplaçant le sirop de sucre par un autre sirop (orgeat, grenadine...).; Par exemple en mettant du sirop saveur rhum vous obtiendrez un ""Virgin Jamaïcan Mule"", variante sans alcool du Jamaïcan Mule."
Vieux Carré,/media/k2/items/cache/vieux-carré_S.jpg,Le Vieux Carré : un cocktail assez sec des années 1930.,Cocktail classique; Au verre à mélange; Brandy; Whisky; Peychaud’s Bitter; Vermouth rouge,3 cl de rye whiskey (whisky de seigle); 3 cl de brandy (Cognac...); 3 cl de vermouth rouge; 1 cl de Bénédictine; 2 traits de Peychaud’s Bitters,Verser tous les ingrédients dans un verre à mélange à moitié rempli de glaçons.; Remuer à l'aide d'une cuillère à mélange.; Filtrer à l'aide d'une passoire à glace le contenu dans un verre old-fashioned rempli de glaçons.; Insérer un zeste de citron.,"Le Vieux Carré est un cocktail emblématique qui tire son nom du quartier historique de la Nouvelle-Orléans, le Vieux Carré (ou le ""Vieux Carré District""), l’un des endroits les plus célèbres et les plus anciens de la ville. Ce cocktail est à la fois un hommage à la richesse culturelle de la Nouvelle-Orléans et un symbole de l’héritage du French Quarter.; Créé au début du 20e siècle, le Vieux Carré est le fruit de la créativité d’un barman légendaire, Walter Bergeron, qui officiait au Hotel Monteleone, un établissement prestigieux de la Nouvelle-Orléans. Selon la légende, c’est en 1930 que Bergeron a concocté ce mélange unique pour capturer l’essence même de la ville. Il aurait voulu créer un cocktail qui reflète le caractère et la diversité de la Nouvelle-Orléans, une ville réputée pour ses influences françaises, espagnoles et créoles."
Chihuahua,/media/k2/items/cache/chihuahua.jpg,Le cocktail Chihuahua : la recette très simple d'une tequila pamplemousse.,Au shaker; Jus de pamplemousse; Tequila,5 cl de tequila; 10 cl de jus de pamplemousse pressé,Frapper au shaker avec quelques glaçons la tequila et le jus de pamplemousse fraîchement pressé.; Verser dans un verre rempli de glaçons en retenant la glace restante dans le shaker.,Le cocktail Chihuahua est une variante du Greyhound dans lequel la tequila remplace la vodka.
Piscola,/media/k2/items/cache/piscola_S.jpg,Le cocktail Piscola : l'une des boissons emblématiques du Chili.,Direct au verre; Cocktail classique; Cola; Pisco,5 cl de Pisco; 10 cl de Cola,Verser dans un verre rempli de glaçons le Pisco puis le Cola.; Remuer à l'aide d'une cuillère à mélange.; Insérer une rondelle de citron vert.,"Le Piscola est un cocktail natif et emblématique du Chili, depuis le début des années 2000 il a été mis en place au Chili la journée du Piscola qui a lieu tous les 8 février.; Les Piscolas sont réalisés avec du Coca Cola ou du Pepsi ainsi que du Pisco qui est un Brandy comme le Cognac."
Angel's Tit,/media/k2/items/cache/7884581148e30ccb73a24dfa45b62e09_S.jpg,Le cocktail Angel's Tit : une recette onctueuse aux saveurs de marasques.,Direct au verre; Crème fraîche; Marasquin,6 cl de Marasquin; 3 cl de crème fraîche ou liquide; 1 cerise,"Verser le marasquin dans un verre à liqueur.; Superposer la crème fraîche au dessus du marasquin à l'aide d'une cuillère.; Déposer une cerise au dessus de la crème, au centre.","Le cocktail Angel's Tit est une recette qui se réalise avec du marasquin qui est une liqueur de cerise ou de marasque qui est une variété de griotte.; Angel's Tit signifie téton d'ange, c'est un cocktail à ne pas confondre avec le Angel's Tip, qui lui est fait avec de la liqueur de cacao à la place du marasquin."
Vodka Stinger,/media/k2/items/cache/3a4499a4c30d6f082d254099c90f2c24_S.jpg,Le cocktail Vodka Stinger : une vodka-menthe à déguster en apéritif.,Direct au verre; Vodka; Liqueur / crème de menthe,5 cl de vodka; 2 cl de crème de menthe blanche,Verser quelques glaçons dans le verre.; Verser directement la vodka puis la crème ou liqueur de menthe.; Remuer à l'aide d'une cuillère à mélange.,"Le cocktail Vodka Stinger est une recette très simple de vodka-menthe à consommer en apéritif, c'est une variante du fameux Stinger."
Bijou Cocktail,/media/k2/items/cache/bijou-cocktail_S.jpg,Bijou cocktail : une recette au Grand Marnier de la fin du 19ème siècle.,Au verre à mélange; Gin; Chartreuse; Vermouth rouge,"2,5 cl de gin; 2,5 cl de Chartreuse verte; 2,5 cl de vermouth rouge (Martini...)","Remplir à moitié un verre à mélange de glaçons.; Y verser le gin, la Chartreuse verte et le vermouth rouge.; Remuer à l'aide d'une cuillère à mélange jusqu'à refroidissement.; Filtrer dans un verre.","Le Bijou Cocktail aurait été créé à la fin du XIXe siècle par Harry Johnson, l’un des premiers grands maîtres de la mixologie et auteur du célèbre Bartender’s Manual (publié en 1882)."
Apple Sunrise,/media/k2/items/cache/9b8bb3eb74bd3cd97bb3679c60950d61_S.jpg,Le cocktail Apple Sunrise : une recette douce et fruitée créée dans les années 80.,Direct au verre; Jus d’orange; Calvados; Crème de cassis,2 cl de crème de cassis; 5 cl de Calvados; 8 cl de jus d'orange,"Remplir à moitié un verre de glaçons.; Insérer directement dans le verre la crème de cassis, le Calvados puis le jus d'orange.; Remuer légèrement à l'aide d'une cuillère à mélange.",Le cocktail Apple Sunrise est une variante de la célèbre Tequila Sunrise où la crème de cassis et le Calvados viennent remplacer la grenadine et la tequila d'origine.; Créé dans les années 80 c'est un cocktail doux et fruité qu'apprécieront un bon nombre d'entre vous et qui est de surcroît réalisé avec des ingrédients d'origine française même à l'étranger (Calvados biensûr mais crème de cassis aussi).
Caribbean Breeze,/media/k2/items/cache/caribbean-breeze_400.jpg,"Le cocktail Caribbean Breeze : une recette à base de rhum, crème de banane et Lime Cordial.",Au shaker; Jus de canneberge; Rhum; Jus d’ananas; Liqueur / crème de banane,3 cl de rhum; 2 cl de crème de banane; 2 cl de Lime Cordial; 4 cl de jus d'ananas; 4 cl de jus de canneberge (cranberry),"Remplir un verre de glaçons.; Frapper au shaker avec quelques glaçons le rhum, la crème de banane, le Lime Cordial, le jus d'ananas et le jus de canneberge.; Verser dans le verre en filtrant la glace.",Le cocktail Caribbean Breeze est une variante du Sea Breeze où le seul ingrédient commun reste le jus de canneberge.
